X,Y,fid,Bouguer_mG
-17.8174474657808,28.8129976263817,851,258
-17.8204547266869,28.8157175414451,852,258
-17.8243805202092,28.8190144528243,853,258
-17.8301004318476,28.8218760567653,854,258
-17.8358044799175,28.824141431986,855,258
-17.8401282711187,28.8254417981178,856,258
-17.8457948514843,28.826316151226,857,258
-17.8503173381497,28.8266181537208,858,258
-17.8548235653798,28.826324049606,859,258
-17.8595281702953,28.8250317615175,860,258
-17.863357546373,28.8247517287189,861,258
-17.8671977861353,28.8248688862289,862,258
-17.871263600047,28.8249811301608,863,258
-17.8916028044791,28.8355583948335,864,253
-17.8869812212382,28.8371070373095,865,253
-17.8984751789529,28.8321279816686,866,253
-17.9032381315118,28.8293619007995,867,253
-17.9086424262781,28.8279136203405,868,253
-17.9143339986302,28.8259262049404,869,253
-17.9206373238938,28.8241916658006,870,253
-17.9253992745914,28.821424866213,871,253
-17.9301609642134,28.8186579154036,872,253
-17.9367508344162,28.8163837175708,873,253
-17.9396985211852,28.8136559439244,874,253
-17.9429482875088,28.8109215212576,875,253
-17.9452837176118,28.8079406430075,876,253
-17.9485406619006,28.8054722970206,877,253
-17.9505510960945,28.8016993819198,878,253
-17.9519495027692,28.7976734823626,879,253
-17.9548512013639,28.7933483032194,880,253
-17.9565740714977,28.7901143202468,881,253
-17.9589237242819,28.7876656362028,882,253
-17.9615829495478,28.785476475072,883,253
-17.9648237525837,28.7824754330201,884,253
-17.9678225684442,28.7816104603031,885,253
-17.9689556872591,28.7789220163295,886,253
-17.968857622526,28.7754615960042,887,253
-17.9714634959678,28.7714089730985,888,253
-17.9728607821858,28.7673829291921,889,253
-17.9762743352362,28.759849869414,890,253
-17.9733517124219,28.7633768388764,891,253
-17.9782905694936,28.7563428404122,892,253
-17.98150732897,28.7525429345169,893,253
-17.9835081198474,28.7485034797128,894,253
-17.985539070533,28.7455287381604,895,253
-17.9866259527978,28.7412430954275,896,253
-17.9877279193048,28.7374898145155,897,253
-17.9434970312888,28.6491723325409,898,253
-17.9380429197828,28.6484917532516,899,253
-17.9316835579449,28.6478305595205,900,253
-17.9253020701578,28.6463704554685,901,253
-17.9174266660625,28.6454749705941,902,253
-17.9113177951757,28.6429428581014,903,253
-17.9034133500359,28.6409817024668,904,253
-17.8967088474569,28.6387280346895,905,253
-17.8906227013145,28.6369935511584,906,253
-17.8842568465144,28.6360638427498,907,253
-17.8791053297924,28.6353743802985,908,253
-17.8733213419784,28.6336326665003,909,253
-17.8663667683749,28.6332473263593,910,253
-17.8587654034751,28.6312770592639,911,253
-17.8518037688499,28.6306247360374,912,253
-17.8448278193088,28.6294396056267,913,253
-17.8372986797994,28.6301303107365,914,253
-17.8309835350992,28.63106160087,915,253
-17.8250199504797,28.6338498899704,916,253
-17.8187471472978,28.6363779926308,917,253
-17.8146006536149,28.6393943839734,918,253
-17.8098503510565,28.6424231918555,919,253
-17.805106856828,28.6457180806431,920,253
-17.7998160635284,28.6511551556189,921,253
-17.7962862114379,28.6546910323799,922,253
-17.7927490630813,28.6579605996022,923,253
-17.7910439264307,28.6619914462349,924,253
-17.7887420107352,28.666300954619,925,253
-17.7837864624054,28.6730624625544,926,253
-17.7799886478688,28.6779353744857,927,253
-17.776401051037,28.6793409489354,928,253
-17.7734803332926,28.6831301770545,929,253
-17.7711492240556,28.6863745119677,930,253
-17.7682141165553,28.6896311764607,931,253
-17.7659107250487,28.6939403864332,932,253
-17.7621113677259,28.6988128912861,933,253
-17.7607064668499,28.7028372906182,934,253
-17.759617435699,28.7073879923471,935,253
-17.7591113437835,28.7111276490673,936,253
-17.7580431590502,28.7164770569516,937,253
-17.7572140063473,28.7194241584777,938,253
-17.7549445250289,28.7250644303089,939,253
-17.7529629112073,28.7301660460615,940,253
-17.7512831890779,28.7352614916621,941,253
-17.7484019743725,28.7406477510074,942,253
-17.7449162867356,28.7460462444187,943,253
-17.7460549937886,28.7433592897415,944,253
-17.7462501323257,28.7508139882028,945,253
-17.7472889669439,28.7558540926914,946,253
-17.7497827622942,28.7587335199226,947,253
-17.7519815449774,28.761885286138,948,253
-17.7532879992062,28.7655879671729,949,253
-17.7557892048395,28.7687334891313,950,253
-17.7573980678546,28.7724299433381,951,253
-17.7602087639835,28.7758354231433,952,253
-17.7627314999522,28.7797794844666,953,253
-17.7640526545141,28.7840144791928,954,253
-17.7674753570319,28.787673618453,955,253
-17.7685086812848,28.7924472083153,956,253
-17.7707158440595,28.7958648004854,957,253
-17.7723045678598,28.7987623052248,958,253
-17.7753975784634,28.8013624719126,959,253
-17.7772675873448,28.8034549924291,960,253
-17.780375007012,28.8065874840921,961,253
-17.7831590993938,28.8089274421347,962,253
-17.7874405064294,28.8107036525298,963,253
-17.7917007381919,28.8116810373232,964,253
-17.7959468091422,28.8121258309927,965,253
-17.8011424991832,28.8141490034041,966,253
-17.8053886851209,28.8145934897072,967,253
-17.8090517815762,28.8158490998809,968,253
-17.812426989242,28.8176433513784,969,253
-17.8152120569667,28.8199825740093,970,253
-17.8191489795502,28.8227544490386,971,253
-17.8236442024668,28.8247312898728,972,253
-17.827356147433,28.8267243991578,973,253
-17.8300236267229,28.8287393265537,974,253
-17.8332010526427,28.8302832829896,975,253
-17.8356262880429,28.832993473793,976,253
-17.9181636241435,28.8534423503405,977,248
-17.9198279538178,28.8495727986158,978,248
-17.9234207836285,28.8468519859037,979,248
-17.9270134237676,28.8441310897759,980,248
-17.9309309545237,28.8411093848034,981,248
-17.9341816545732,28.8381020937867,982,248
-17.9371401158544,28.8365693798567,983,248
-17.9417484107059,28.8344132991515,984,248
-17.9469899657883,28.8310686087167,985,248
-17.9515563657615,28.8274448583577,986,248
-17.9558223818446,28.8250021673141,987,248
-17.9580638224584,28.8217228225102,988,248
-17.9606466664773,28.8187296039132,989,248
-17.9625462999319,28.8151640475368,990,248
-17.9650789567044,28.8104099428382,991,248
-17.9673114998178,28.806837012393,992,248
-17.9678363883024,28.8018333713967,993,248
-17.9700770044516,28.7985538806011,994,248
-17.9713263562916,28.7955898461884,995,248
-17.9728754569576,28.7914445897208,996,248
-17.9754321675546,28.7875707569548,997,248
-17.9776388966778,28.7831173030822,998,248
-17.9798871928028,28.7801311605038,999,248
-17.9824350401293,28.7759637617375,1000,248
-17.9833173213075,28.7718331455091,1001,248
-17.9838581306911,28.7674164221163,1002,248
-17.9850900766877,28.7638653710581,1003,248
-17.9866633476424,28.7606004128351,1004,248
-17.9889109492718,28.7576141656485,1005,248
-17.9931900418143,28.7557574722499,1006,248
-17.9961285313386,28.7536367522895,1007,248
-18.0000407327522,28.7506133968309,1008,248
-17.8237096874647,28.8351755705192,1009,248
-17.8203289249367,28.8334843108978,1010,248
-17.8162579150669,28.8309263631815,1011,248
-17.8125204047646,28.8283613253304,1012,248
-17.8091400288591,28.8266697555631,1013,248
-17.8053949632323,28.8238109855676,1014,248
-17.8003483962463,28.8221538352905,1015,248
-17.7953176646559,28.8210835112126,1016,248
-17.7906281371704,28.8202996100281,1017,248
-17.7852877290132,28.8201163413245,1018,248
-17.780590486953,28.8190385656895,1019,248
-17.7785206034935,28.8164381238724,1020,248
-17.7760786138202,28.812376910254,1021,248
-17.7726292880253,28.8080426714397,1022,248
-17.7689013759856,28.8057698067774,1023,248
-17.7641739014963,28.8035173151798,1024,248
-17.7607563318291,28.8003568046055,1025,248
-17.732095948602,28.7436428398984,1026,248
-17.7329880922897,28.7395131768019,1027,248
-17.7348945723729,28.7359503544219,1028,248
-17.7367626686002,28.7309198535518,1029,248
-17.7399855857876,28.7267429289292,1030,248
-17.741187332627,28.7217258884423,1031,248
-17.7424426312878,28.7187635583756,1032,248
-17.7423430060314,28.7149476554997,1033,248
-17.7705063182822,28.6712018638508,1034,248
-17.7750806334301,28.6678775986056,1035,248
-17.7783234732344,28.6645805349429,1036,248
-17.7802427250961,28.6616042839489,1037,248
-17.7814963216123,28.6586416923815,1038,248
-17.7827343411106,28.6550920456394,1039,248
-17.784668834849,28.6527027954913,1040,248
-17.7872687393699,28.6502998211919,1041,248
-17.7901623929439,28.6464223357103,1042,248
-17.7925030288868,28.643345190792,1043,248
-17.795443615926,28.6406267633471,1044,248
-17.7992116191521,28.6381327874459,1045,248
-17.8010762976428,28.6361613259466,1046,248
-17.8040293109065,28.6339256969266,1047,248
-17.8072237426547,28.6304769456986,1048,248
-17.8113034216954,28.6294258680634,1049,248
-17.8148162886049,28.627661620487,1050,248
-17.8177752145648,28.6256672025296,1051,248
-17.8214909775476,28.6251435110384,1052,248
-17.8253712199378,28.6250626189842,1053,248
-17.8284345578942,28.6249986785193,1054,248
-17.8316924287712,28.624570016616,1055,248
-17.8351351055741,28.6234162401505,1056,248
-17.8394333772118,28.6236867801506,1057,248
-17.8435128632773,28.6234209013807,1058,248
-17.8482049631282,28.6231420188244,1059,248
-17.8524934703125,28.623051765881,1060,248
-17.8557755314305,28.6235234734952,1061,248
-17.8598793610512,28.624158039788,1062,248
-17.8639881235669,28.6249726642365,1063,248
-17.8668863369738,28.62635366013,1064,248
-17.8705769713868,28.6268163495732,1065,248
-17.87385428042,28.6271074195231,1066,248
-17.8783765869091,28.6280931064631,1067,248
-17.8828891098653,28.6287182698134,1068,248
-17.8871678435205,28.6282665384534,1069,248
-17.8922831670918,28.6285179571268,1070,248
-17.8957598090829,28.6286239451382,1071,248
-17.8992661833275,28.6298109262323,1072,248
-17.9023641883753,28.631006565614,1073,248
-17.9056466125749,28.6314770289759,1074,248
-17.9091283071168,28.6317628442908,1075,248
-17.912012283877,28.6326022807434,1076,248
-17.9153097313659,28.633613036574,1077,248
-17.9185922665586,28.634083175536,1078,248
-17.9224824989991,28.6343598333044,1079,248
-17.9263827476378,28.634996729648,1080,248
-17.9288384388402,28.6351239153951,1081,248
-17.9329429617708,28.6357561997008,1082,248
-17.9306964927588,28.6358048447892,1083,248
-17.9366189899616,28.635676518479,1084,248
-17.7632312660662,28.6515912803303,1085,243
-17.767683523627,28.6506417600031,1086,243
-17.7717465840393,28.6497000664236,1087,243
-17.7751987832989,28.6477405117725,1088,243
-17.7774790602792,28.645633212767,1089,243
-17.7812883800567,28.6424642105064,1090,243
-17.7839393509857,28.6396623545456,1091,243
-17.7861965932044,28.6366968443888,1092,243
-17.7884627928635,28.6340745380222,1093,243
