Site,LatitudeOH,LongitudeOH,LatitudeWGS84,LongitudeWGS84,elevation,ObsGravity
GS0500,19.380501,-155.238831,19.377425,-155.236124,1033.6,978688.31
GS0501,19.328833,-155.281174,19.32576,-155.278468,891.8,978687.06
GS0502,19.279667,-155.281006,19.276597,-155.2783,287.1,978790.44
GS0503,19.278667,-155.261505,19.275597,-155.2588,321,978771.38
GS0504,19.272833,-155.255997,19.269763,-155.253292,1.8,978844.25
GS0505,19.2675,-155.235672,19.26443,-155.232967,1.5,978839.38
GS0506,19.261999,-155.221664,19.258929,-155.218959,5.8,978834.06
GS0507,19.259666,-155.195496,19.256596,-155.192792,0.6,978834.63
GS0508,19.280834,-155.240005,19.277763,-155.2373,106.7,978815.69
GS0509,19.146667,-155.726166,19.143611,-155.723458,1371.6,978577
GS0510,19.146166,-155.736328,19.143111,-155.73362,1396.6,978565.38
GS0511,19.1525,-155.737167,19.149444,-155.734459,1432.6,978562.06
GS0512,19.159166,-155.747833,19.15611,-155.745125,1508.8,978545.31
GS0513,19.169666,-155.755173,19.166609,-155.752464,1570.9,978530.75
GS0514,19.176666,-155.757996,19.173609,-155.755287,1663.3,978506.63
GS0515,19.178333,-155.763672,19.175276,-155.760963,1595.6,978523.13
GS0516,19.184668,-155.768326,19.181611,-155.765617,1608.7,978520.94
GS0517,19.191833,-155.77417,19.188775,-155.771461,1592.9,978526.75
GS0518,19.195833,-155.774994,19.192775,-155.772285,1601.7,978525.06
GS0519,19.2055,-155.776505,19.202442,-155.773796,1618.5,978521.94
GS0520,19.431334,-155.289841,19.428255,-155.287133,1219.2,978656.75
GS0521,19.441668,-155.308838,19.438589,-155.30613,1216.5,978657.13
GS0522,19.442333,-155.314835,19.439254,-155.312126,1246.6,978644.44
GS0523,19.447166,-155.321503,19.444087,-155.318794,1316.4,978625.63
GS0524,19.452499,-155.32933,19.44942,-155.326621,1384.7,978606.75
GS0525,19.460501,-155.339172,19.457421,-155.336463,1461.5,978587.94
GS0526,19.468,-155.354004,19.46492,-155.351295,1566.1,978563
GS0527,19.474501,-155.359497,19.471421,-155.356787,1642.6,978547.5
GS0528,19.48,-155.366165,19.47692,-155.363455,1723.3,978529.38
GS0529,19.483999,-155.372498,19.480919,-155.369788,1803.2,978513.88
GS0530,19.489166,-155.377502,19.486085,-155.374792,1886.4,978496.63
GS0531,19.494833,-155.381165,19.491752,-155.378455,1976,978478.56
GS0532,19.498833,-155.384506,19.495752,-155.381796,2031.2,978467.31
JHF10,19.7185,-155.979828,19.715415,-155.977108,509.1,978746.39
JHF09,19.721167,-155.979996,19.718082,-155.977276,520.3,978743.66
JHF08,19.724001,-155.980331,19.720916,-155.977611,521.4,978742.81
JHF07,19.7265,-155.981339,19.723415,-155.978619,527.9,978740.5
JHF06,19.729166,-155.981674,19.726081,-155.978954,530.9,978739.34
JHF05,19.732166,-155.981339,19.729081,-155.978619,539.3,978737.39
JHF04,19.735332,-155.981171,19.732246,-155.978451,553.9,978733.41
JHF03,19.738832,-155.980331,19.735746,-155.977611,563.2,978730.57
JHF02,19.742332,-155.979507,19.739246,-155.976787,565.3,978730.16
JHF11,19.720167,-155.980331,19.717082,-155.977611,505.5,978746.83
JHF12,19.720833,-155.983841,19.717748,-155.981121,455.2,978756.45
JHF13,19.721333,-155.987503,19.718248,-155.984783,411,978764.08
JHF14,19.721666,-155.990662,19.718581,-155.987942,363,978773.45
JHF15,19.722334,-155.993668,19.719249,-155.990948,335.1,978778.8
JHF16,19.723,-155.996674,19.719915,-155.993954,294.2,978787.59
JHF17,19.722334,-155.999664,19.719249,-155.996944,259.7,978794.16
JHF18,19.722334,-156.002838,19.719249,-156.000118,230,978799.47
JHF19,19.723167,-156.007339,19.720082,-156.004619,187.5,978807.15
JHF20,19.723833,-156.011002,19.720748,-156.008282,159.2,978812.14
JHF27,19.702499,-155.96933,19.699415,-155.96661,605.3,978729.84
JHF28,19.709,-155.964172,19.705916,-155.961452,715.3,978708.22
JHF29,19.701666,-155.957001,19.698582,-155.954281,769.8,978699.39
JHF30,19.709999,-155.953171,19.706914,-155.950451,889.2,978671.82
JHF31,19.704166,-155.945999,19.701082,-155.94328,948.7,978662.97
JHF32,19.718334,-155.949997,19.715249,-155.947277,1008.5,978643.34
JHF33,19.706167,-155.939331,19.703082,-155.936612,1106.7,978627.44
JHF34,19.716667,-155.935501,19.713582,-155.932781,1278.2,978585.85
JHF35,19.711666,-155.928162,19.708581,-155.925443,1348.2,978573.2
JHF36,19.721167,-155.92334,19.718081,-155.92062,1556.5,978521.41
JHF26,19.705999,-155.979172,19.702915,-155.976452,467.2,978755.24
JHF21,19.725834,-156.020996,19.722749,-156.018275,101.8,978821.23
JHF22,19.7285,-156.032501,19.725415,-156.02978,49.6,978827.59
JHF23,19.718834,-156.03717,19.71575,-156.034449,34.6,978827.03
JHF24,19.717501,-156.050171,19.714417,-156.04745,2.9,978824.65
JHF25,19.727833,-156.061005,19.724749,-156.058284,6.7,978818.7
MLT000,19.729166,-155.981339,19.726081,-155.978619,533,978738.94
MLT001,19.6945,-155.981995,19.691417,-155.979275,362.7,978775.12
MLT002,19.700834,-155.990829,19.69775,-155.988109,277.5,978790.62
MLT003,19.691668,-156.011993,19.688585,-156.009273,106.9,978819.16
MLT004,19.695499,-156.024338,19.692416,-156.021618,37.4,978826.86
MLT005,19.7365,-156.027496,19.733415,-156.024775,79.8,978825.38
MLT006,19.691833,-155.977997,19.68875,-155.975277,399.1,978768.34
MLT028,19.574333,-155.945328,19.571256,-155.942611,349.1,978782.81
MLT155,19.580334,-155.929993,19.577256,-155.927276,604.9,978741.54
MLT156,19.578833,-155.929337,19.575755,-155.92662,607.3,978741.09
MLT157,19.580334,-155.931335,19.577256,-155.928618,589.1,978743.85
MLT158,19.579166,-155.932495,19.576088,-155.929778,563.5,978748.49
MLT159,19.577168,-155.931671,19.574091,-155.928954,558.6,978749.11
MLT160,19.576166,-155.933334,19.573089,-155.930617,541,978752.54
MLT161,19.577168,-155.934326,19.574091,-155.931609,526.8,978755.02
MLT163,19.578167,-155.936005,19.57509,-155.933288,509.3,978757.82
MLT164,19.578167,-155.938828,19.57509,-155.936111,447.5,978766.89
MLT165,19.578667,-155.941498,19.57559,-155.938781,418.2,978772.52
MLT166,19.578167,-155.944336,19.57509,-155.941619,381.8,978777.16
MLT167,19.577999,-155.946335,19.574922,-155.943618,351.3,978782.28
MLT168,19.577,-155.949005,19.573923,-155.946288,302.4,978791.63
MLT169,19.585667,-155.936493,19.582589,-155.933776,514.4,978754.59
MLT170,19.583666,-155.941666,19.580588,-155.938949,437.1,978767.77
MLT171,19.571333,-155.940826,19.568256,-155.938109,409.3,978772.42
MLT080,19.518999,-155.923004,19.515925,-155.920288,478.8,978758.69
MLT172,19.518,-155.923828,19.514926,-155.921112,478.2,978758.31
MLT173,19.512667,-155.923172,19.509593,-155.920456,454.7,978762.49
MLT174,19.511333,-155.922333,19.508259,-155.919617,451.8,978762.86
MLT175,19.511833,-155.921173,19.508759,-155.918457,467.6,978760.48
MLT176,19.512833,-155.918503,19.509759,-155.915787,510.4,978755.11
MLT133,19.512833,-155.916168,19.509759,-155.913452,529.2,978751.98
MLT177,19.513334,-155.915161,19.51026,-155.912445,556.3,978746.89
MLT178,19.514166,-155.91333,19.511092,-155.910614,584,978741.64
MLT179,19.515167,-155.911331,19.512093,-155.908615,611.8,978736.68
MLT180,19.515499,-155.9095,19.512425,-155.906784,630.2,978733.24
MLT181,19.516333,-155.906998,19.513259,-155.904282,654.1,978728.68
MLT182,19.516333,-155.907333,19.513259,-155.904617,668,978726.24
MLT070,19.209333,-155.870834,19.206276,-155.868124,517.5,978720.82
JEP220,19.2085,-155.868668,19.205443,-155.865958,547.1,978715.1
JEP221,19.208834,-155.866837,19.205777,-155.864127,571.4,978710.57
JEP222,19.208,-155.863998,19.204943,-155.861288,610.7,978702.64
JEP223,19.206333,-155.863007,19.203276,-155.860297,623.8,978700.34
JEP210,19.212334,-155.870834,19.209277,-155.868123,523.6,978718.88
JEP211,19.216333,-155.873001,19.213276,-155.87029,527.5,978715.99
JEP212,19.216167,-155.874329,19.21311,-155.871618,501.9,978720.47
JEP213,19.216667,-155.877335,19.21361,-155.874624,471.7,978725.85
JEP214,19.217501,-155.880005,19.214444,-155.877294,422.8,978734.76
JEP216,19.217833,-155.882172,19.214776,-155.879461,388.7,978741.39
JEP218,19.218166,-155.88533,19.215109,-155.882619,337,978750.66
JEP219,19.218334,-155.886337,19.215277,-155.883626,316.9,978754.39
MLT132,19.6015,-155.95134,19.598422,-155.948622,322.8,978789.01
JEP203,19.6045,-155.951828,19.601421,-155.94911,314.1,978788.52
JEP204,19.606333,-155.951508,19.603254,-155.94879,330,978787.73
JEP205,19.607,-155.952835,19.603921,-155.950117,310.1,978790.92
JEP206,19.606001,-155.955826,19.602922,-155.953108,276.2,978795.82
JEP207,19.605,-155.957504,19.601921,-155.954786,248.5,978800.69
JEP208,19.606001,-155.960007,19.602922,-155.957289,207.9,978807.97
JEP209,19.6075,-155.960159,19.604421,-155.957441,207.8,978808.28
MLT134,19.489166,-155.908173,19.486093,-155.905458,469.7,978761.68
JEP198,19.490667,-155.910507,19.487594,-155.907791,460.7,978763.29
JEP199,19.492001,-155.908005,19.488928,-155.905289,491.8,978757.61
JEP201,19.493999,-155.905167,19.490926,-155.902451,551.8,978745.6
JEP202,19.495167,-155.903503,19.492094,-155.900787,591.1,978737.66
JEP183,19.5145,-155.922836,19.511426,-155.92012,460.1,978761.68
JEP184,19.513666,-155.924835,19.510592,-155.922119,432.1,978766.13
JEP185,19.5135,-155.926331,19.510426,-155.923615,421.7,978767.53
JEP186,19.514166,-155.92717,19.511092,-155.924454,403.3,978770.92
JEP187,19.514334,-155.928665,19.51126,-155.925949,378.9,978775.18
JEP188,19.513834,-155.92984,19.51076,-155.927124,364.1,978777.53
JEP189,19.513,-155.930496,19.509926,-155.92778,355.8,978779.27
JEP190,19.511499,-155.931503,19.508425,-155.928787,331.1,978784.5
JEP191,19.512333,-155.932831,19.509259,-155.930115,319.6,978785.61
JEP192,19.514166,-155.934174,19.511092,-155.931458,312.7,978789.08
JEP193,19.513334,-155.93483,19.51026,-155.932114,289.2,978793.34
JEP194,19.512333,-155.935333,19.509259,-155.932617,279.5,978795.15
JEP195,19.5105,-155.936005,19.507426,-155.933289,258.7,978799.29
JEP196,19.512167,-155.938171,19.509093,-155.935455,226.9,978805.79
JEP197,19.513834,-155.94017,19.51076,-155.937454,218.2,978806.88
JEP217,19.218,-155.883667,19.214943,-155.880956,358.7,978746.87
JEP200,19.493166,-155.906662,19.490093,-155.903946,516.8,978752.88
JEP224,19.702667,-155.96933,19.699583,-155.96661,607.3,978729.79
JEP225,19.701166,-155.964996,19.698082,-155.962276,664.5,978718.4
JEP226,19.708,-155.967667,19.704916,-155.964947,658.4,978718.01
JEP227,19.701834,-155.957001,19.69875,-155.954281,769.8,978698.9
JEP228,19.7015,-155.955002,19.698416,-155.952283,800.1,978691.55
JEP229,19.710333,-155.953674,19.707248,-155.950954,887,978671.87
JEP230,19.714167,-155.959,19.711082,-155.95628,817.2,978685.17
JEP231,19.7045,-155.945831,19.701416,-155.943112,954,978660.56
JEP232,19.718834,-155.952499,19.715749,-155.949779,961.6,978652.44
JEP233,19.713333,-155.946335,19.710248,-155.943615,1040.9,978637.1
JEP234,19.718166,-155.943665,19.715081,-155.940945,1130.8,978615.12
JEP235,19.710333,-155.938507,19.707248,-155.935788,1170.4,978610.27
JEP236,19.719833,-155.932007,19.716747,-155.929287,1388.1,978557.25
JEP237,19.714666,-155.925827,19.711581,-155.923108,1402.1,978558.59
JEP243,19.611,-155.936661,19.607921,-155.933943,595.5,978741.72
JEP265,19.609667,-155.937164,19.606588,-155.934446,585.4,978743.28
JEP266,19.609333,-155.938171,19.606254,-155.935453,569.3,978745.47
JEP267,19.610834,-155.93866,19.607755,-155.935942,561.9,978747.34
JEP268,19.610834,-155.939163,19.607755,-155.936445,556.9,978748.34
JEP269,19.610834,-155.940994,19.607755,-155.938276,533,978751.75
JEP241,19.610167,-155.942505,19.607088,-155.939787,510.3,978756.32
JEP270,19.609833,-155.943832,19.606754,-155.941114,486.1,978760.74
JEP271,19.609667,-155.945663,19.606588,-155.942945,453.9,978766.16
JEP242,19.609333,-155.946838,19.606254,-155.94412,435.2,978769.28
JEP272,19.608833,-155.948502,19.605754,-155.945784,401.1,978775.13
MLT142,19.608334,-155.949829,19.605255,-155.947111,382.1,978778.27
JEP273,19.608168,-155.95134,19.605089,-155.948622,347,978784.99
MLT007,19.695499,-155.973495,19.692415,-155.970775,422.8,978765.13
MLT008,19.656,-155.964005,19.652919,-155.961286,386.8,978775.91
MLT009,19.654501,-155.967834,19.65142,-155.965115,310.9,978790.47
MLT010,19.682333,-155.985001,19.67925,-155.982282,276.8,978791.96
MLT011,19.683332,-155.980331,19.680249,-155.977612,329.5,978782.51
MLT012,19.662333,-155.984161,19.659252,-155.981442,175.3,978813.2
MLT013,19.642,-155.973495,19.63892,-155.970776,178,978815.57
MLT014,19.642834,-155.977005,19.639754,-155.974286,133.8,978823.96
MLT015,19.6525,-155.99234,19.649419,-155.989621,94.5,978826.06
MLT016,19.616167,-155.975327,19.613088,-155.972609,32,978840.69
MLT017,19.613832,-155.974167,19.610753,-155.971449,42.4,978838.21
MLT018,19.574833,-155.956665,19.571756,-155.953948,143.3,978819.77
MLT019,19.568666,-155.959671,19.56559,-155.956954,86.6,978830.55
MLT020,19.570999,-155.962662,19.567922,-155.959945,43.9,978837.84
MLT021,19.580166,-155.961166,19.577089,-155.958448,87.8,978827.87
MLT022,19.610167,-155.953506,19.607088,-155.950788,334.4,978786.19
MLT023,19.553499,-155.936172,19.550423,-155.933455,414.8,978771.28
MLT024,19.5215,-155.925659,19.518426,-155.922943,442.6,978766.22
MLT026,19.529333,-155.926331,19.526258,-155.923615,457.5,978764.11
MLT027,19.565001,-155.94133,19.561924,-155.938613,368.4,978780.43
MLT028,19.574333,-155.945328,19.571256,-155.942611,349.1,978782.73
MLT029,19.615833,-155.9505,19.612754,-155.947782,430.7,978770.15
MLT030,19.642834,-155.954498,19.639753,-155.95178,452.2,978765.08
MLT031,19.662333,-155.959335,19.659251,-155.956616,488.9,978758.02
MLT032,19.618834,-155.951996,19.615755,-155.949278,400.2,978774.22
MLT033,19.496,-155.920837,19.492927,-155.918121,396.9,978772.61
MLT034,19.486834,-155.917007,19.483762,-155.914291,344.4,978785.37
MLT035,19.481667,-155.907669,19.478595,-155.904954,285.9,978801.1
MLT036,19.476833,-155.903503,19.473761,-155.900788,245.7,978810.9
MLT037,19.4715,-155.912338,19.468428,-155.909623,89.6,978841.94
MLT038,19.433001,-155.883331,19.429931,-155.880617,332.5,978787.77
MLT039,19.461166,-155.893661,19.458095,-155.890946,227.1,978814.4
MLT040,19.490999,-155.913162,19.487926,-155.910446,405.7,978773.16
MLT041,19.491501,-155.912506,19.488428,-155.90979,444.3,978765.86
MLT042,19.723,-156.014328,19.719916,-156.011608,140.5,978814.87
MLT043,19.722166,-156,19.719081,-155.99728,256.5,978794.62
MLT044,19.719,-155.994507,19.715915,-155.991787,315.5,978783.12
MLT045,19.720333,-155.987,19.717248,-155.98428,417.6,978763.19
MLT046,19.720167,-155.984833,19.717082,-155.982113,446.5,978757.76
MLT047,19.720833,-155.984833,19.717748,-155.982113,446.5,978757.34
MLT048,19.7215,-155.990005,19.718415,-155.987285,382.8,978770.01
MLT049,19.722334,-155.991669,19.719249,-155.988949,347.5,978775.85
MLT050,19.723333,-155.999832,19.720248,-155.997112,256.6,978794.57
MLT051,19.724001,-156.01416,19.720916,-156.01144,141.1,978814.82
MLT052,19.649666,-155.996506,19.646585,-155.993787,43,978832.88
MLT053,19.630167,-155.985168,19.627087,-155.982449,38.7,978837.54
MLT054,19.629499,-155.98584,19.626419,-155.983121,33.8,978837.2
MLT055,19.633499,-155.988495,19.630419,-155.985776,29.6,978838.31
MLT056,19.606001,-155.964661,19.602922,-155.961943,123.8,978823.33
MLT057,19.586166,-155.952667,19.583088,-155.949949,252.2,978800.52
MLT058,19.467001,-155.902328,19.463929,-155.899613,181.1,978823.44
MLT060,19.377666,-155.8815,19.374599,-155.878787,263.7,978790.19
MLT061,19.384666,-155.88266,19.381599,-155.879947,261.9,978792.78
MLT062,19.389999,-155.881165,19.386932,-155.878451,271.3,978793.3
MLT064,19.358166,-155.880493,19.3551,-155.87778,266.7,978781.57
MLT065,19.315332,-155.877335,19.312269,-155.874623,326.8,978759.17
MLT066,19.262167,-155.87883,19.259107,-155.876119,406.9,978738.76
MLT067,19.219833,-155.874496,19.216775,-155.871785,510.8,978718.57
MLT068,19.187334,-155.909668,19.184279,-155.906958,3.3,978815.98
MLT069,19.129999,-155.841507,19.126946,-155.838798,525.3,978722.99
MLT070,19.209333,-155.870834,19.206276,-155.868124,517.5,978720.67
MLT071,19.224667,-155.875336,19.221609,-155.872625,499.1,978720.83
MLT072,19.230167,-155.877838,19.227109,-155.875127,478.9,978723.36
MLT073,19.643999,-156.007172,19.640919,-156.004453,4.9,978834.5
MLT074,19.649334,-156.016998,19.646254,-156.014279,1.8,978828.64
MLT075,19.642834,-155.999664,19.639754,-155.996945,2.4,978839.68
MLT076,19.634834,-155.991837,19.631754,-155.989118,10.1,978840.4
MLT078,19.591,-155.974335,19.587922,-155.971617,6.7,978842.42
MLT079,19.568001,-155.964828,19.564925,-155.962111,20.1,978842.42
MLT080,19.518999,-155.923004,19.515925,-155.920288,478.8,978758.78
MLT081,19.546167,-155.932495,19.543091,-155.929778,437,978768.03
MLT082,19.609667,-155.95166,19.606588,-155.948942,354.2,978783.02
MLT083,19.615999,-155.95433,19.61292,-155.951612,342.7,978784.9
MLT084,19.625668,-155.961166,19.622588,-155.958448,258.2,978800.49
MLT085,19.630833,-155.968002,19.627753,-155.965284,178,978815.71
MLT086,19.6455,-155.996994,19.64242,-155.994275,24.4,978836.06
MLT087,19.685667,-155.977493,19.682584,-155.974774,361.2,978775.93
MLT088,19.6735,-155.98233,19.670418,-155.979611,260,978796.29
MLT089,19.6775,-155.970505,19.674417,-155.967786,453.2,978762.48
MLT090,19.636333,-155.951172,19.633253,-155.948454,461.8,978765.42
MLT091,19.468834,-155.887665,19.465762,-155.88495,410.6,978778.81
MLT092,19.452999,-155.88266,19.449928,-155.879945,349.3,978790.36
MLT093,19.399334,-155.882828,19.396266,-155.880114,282.5,978793.22
MLT096,19.700001,-155.977493,19.696917,-155.974773,438.3,978760.58
MLT097,19.412834,-155.883667,19.409765,-155.880953,273.7,978796.83
MLT098,19.406666,-155.884003,19.403598,-155.881289,275.3,978795.1
MLT099,19.403833,-155.883667,19.400765,-155.880953,273,978795.63
MLT100,19.396999,-155.881332,19.393931,-155.878618,290.2,978790.88
MLT101,19.3745,-155.889496,19.371434,-155.886783,135.6,978813.72
MLT102,19.362833,-155.880341,19.359767,-155.877628,264.3,978783.58
MLT103,19.345333,-155.87616,19.342268,-155.873447,324.9,978767.02
MLT104,19.331833,-155.875336,19.328769,-155.872623,320.4,978765.44
MLT105,19.311501,-155.877838,19.308438,-155.875126,344.7,978753.28
MLT106,19.301167,-155.876663,19.298105,-155.873951,372.6,978746.28
MLT107,19.275833,-155.878662,19.272772,-155.87595,382.5,978743.97
MLT108,19.281666,-155.877502,19.278605,-155.87479,378.5,978745.71
MLT094,19.4375,-155.917496,19.43443,-155.914781,42.7,978840.28
MLT109,19.445,-155.918503,19.44193,-155.915788,25.3,978846.09
MLT110,19.458,-155.920502,19.454929,-155.917787,21,978850.94
MLT111,19.4685,-155.921997,19.465429,-155.919282,11.6,978853.44
MLT112,19.419666,-155.883331,19.416597,-155.880617,292.2,978794.11
MLT113,19.424334,-155.887329,19.421265,-155.884615,268.6,978802.74
MLT114,19.434334,-155.891495,19.431264,-155.888781,207.3,978813.29
MLT115,19.433666,-155.91716,19.430597,-155.914445,37.8,978840.94
MLT116,19.429001,-155.914169,19.425932,-155.911454,24,978844.8
MLT117,19.427834,-155.907669,19.424765,-155.904955,48.3,978844.11
MLT118,19.425833,-155.902832,19.422764,-155.900118,87.7,978836.84
MLT119,19.424,-155.901169,19.420931,-155.898455,99.9,978833.59
MLT120,19.432501,-155.897171,19.429431,-155.894457,144.3,978825.76
MLT122,19.6775,-156.020004,19.674418,-156.017284,17.1,978831.15
MLT123,19.686167,-156.023666,19.683085,-156.020946,16.5,978828.24
MLT124,19.6975,-156.028503,19.694417,-156.025783,28.6,978827.89
MLT125,19.7015,-156.030838,19.698417,-156.028118,34.2,978828.82
MLT126,19.709667,-156.03566,19.706584,-156.03294,29,978825.31
MLT127,19.735834,-156.033173,19.732749,-156.030452,50,978828.75
MLT128,19.744667,-156.031662,19.741582,-156.028941,47.8,978833.79
MLT129,19.755667,-156.029831,19.752581,-156.02711,40.8,978838.51
MLT130,19.765499,-156.027664,19.762412,-156.024943,53.9,978836.76
MLT131,19.781334,-156.019165,19.778246,-156.016444,71.2,978831.55
MLT132,19.6015,-155.95134,19.598422,-155.948622,322.8,978789.83
MLT133,19.512833,-155.916168,19.509759,-155.913452,529.2,978752.03
MLT134,19.489166,-155.908173,19.486093,-155.905458,469.7,978761.5
MLT135,19.256834,-155.879669,19.253774,-155.876958,410.3,978736.64
MLT136,19.246166,-155.879837,19.243107,-155.877126,437.6,978731.16
MLT137,19.239334,-155.879669,19.236275,-155.876958,440.6,978729.55
MLT138,19.200001,-155.869995,19.196944,-155.867285,521.3,978721.58
MLT139,19.171833,-155.866333,19.168778,-155.863623,501.8,978723.28
