longitude,latitude,AB (mGal)
55.35172296194681,-20.933625527697977,247.5
55.289345968961186,-21.004297711290207,250.0
55.28536652741621,-21.01228236283022,250.0
55.29262548612468,-21.017376175669895,250.0
55.29795272349823,-21.010049076779985,250.0
55.292356972349545,-21.003850378659845,250.0
55.39411094660167,-20.981022491460234,237.5
55.40326613986341,-20.976999751555628,237.5
55.41177452918692,-20.972326146361727,237.5
55.41891065942683,-20.965348103777416,237.5
55.428511914608244,-20.963905663354073,237.5
55.438016971431225,-20.96190928944217,237.5
55.44607256508549,-20.956312472873677,237.5
55.449450466272715,-20.94700169039102,237.5
55.44807221555298,-20.937536202765752,237.5
55.44387999886438,-20.928494414558067,237.5
55.4386911634005,-20.920096546213827,237.5
55.436724363449095,-20.91036899613081,237.5
55.43397709249328,-20.901304049702976,237.5
55.42448440075336,-20.9020671509544,237.5
55.419930469797976,-20.910621303332213,237.5
55.41272542885702,-20.909120191828965,237.5
55.40500669319075,-20.903714201187185,237.5
55.395100032816444,-20.904623978862638,237.5
55.38563264793674,-20.90766531049967,237.5
55.376904578032345,-20.912531206566857,237.5
55.37214888330028,-20.920349828826495,237.5
55.37747576691679,-20.92769462798033,237.5
55.383007748880225,-20.935839075274863,237.5
55.38287100607006,-20.945808243279288,237.5
55.382330055270124,-20.955729063280106,237.5
55.37892542098731,-20.96504234887641,237.5
55.38160890184521,-20.974217024649615,237.5
55.38930162556011,-20.9803766244532,237.5
55.3950013005193,-20.963563696560424,235.0
55.404739978786615,-20.964952826995674,235.0
55.41350900601627,-20.96019008362817,235.0
55.42290967034361,-20.95784622918164,235.0
55.43277506593231,-20.957118575039402,235.0
55.442038540135414,-20.953518494708057,235.0
55.44515542869429,-20.944481440480665,235.0
55.44176440779186,-20.93513082214496,235.0
55.43633803288626,-20.926792654133614,235.0
55.43298973433793,-20.917715737430413,235.0
55.43121633442404,-20.907886891208843,235.0
55.42437135782276,-20.913274244224407,235.0
55.41729270530425,-20.919972711840018,235.0
55.40767566701505,-20.920684283820876,235.0
55.40331384748951,-20.912287124999335,235.0
55.39408322063463,-20.90951165595369,235.0
55.38592455702016,-20.91466368301917,235.0
55.37730893526623,-20.918508908825213,235.0
55.384165650901025,-20.92406323493887,235.0
55.39302176196787,-20.928408532107525,235.0
55.39737557763296,-20.935952117555175,235.0
55.391668749405284,-20.943927179093127,235.0
55.39025274629197,-20.953646971132507,235.0
55.39372122797851,-20.962451817800368,235.0
55.39411094660167,-20.916719721609432,232.5
55.39638897147266,-20.9220169032017,232.5
55.39576191868464,-20.915888039411225,232.5
55.416963363820706,-20.93335239643524,232.5
55.40779477617421,-20.937172158089414,232.5
55.40010603840899,-20.943441916628764,232.5
55.398987197133216,-20.95277281544734,232.5
55.40631823604432,-20.956953007519914,232.5
55.41524382676512,-20.952562122881055,232.5
55.4244844756926,-20.95063090016855,232.5
55.43426531215115,-20.950812069227183,232.5
55.43851115303519,-20.943232796458428,232.5
55.433941345537775,-20.93456987984062,232.5
55.42491009669251,-20.931252899146372,232.5
55.43833185784368,-20.87623917244655,245.0
55.438628642482875,-20.88608884271208,245.0
55.44242615399796,-20.895007722577805,245.0
55.4491716138243,-20.902316536425374,245.0
55.455417000853394,-20.90990331453213,245.0
55.46208167400554,-20.917145428136465,245.0
55.47153303820666,-20.919502163708273,245.0
55.47774896206251,-20.926835196970114,245.0
55.474761742949354,-20.936090278926905,245.0
55.46977141845075,-20.944753612030663,245.0
55.46470969927759,-20.95333436407887,245.0
55.45824889124553,-20.960965802249337,245.0
55.45115722896167,-20.967981530483073,245.0
55.443115505847175,-20.973922868367133,245.0
55.435112477449614,-20.97991846305562,245.0
55.4272910784265,-20.98613389942009,245.0
55.41923138069319,-20.991928501888978,245.0
55.41267642452427,-20.999449031864923,245.0
55.4088516000846,-21.008544760445453,245.0
55.407340526024946,-21.018365732741966,245.0
55.40692364578978,-21.02834965487085,245.0
55.407093683077285,-21.038348209132387,245.0
55.4071034817274,-21.04834717193006,245.0
55.406984429912384,-21.058346463238216,245.0
55.406732118048595,-21.06832948669585,245.0
55.40444217517048,-21.07806376435857,245.0
55.40081405255008,-21.08736928292932,245.0
55.39646631468607,-21.096369355916483,245.0
55.39483920954761,-21.1062360944287,245.0
55.3936066662665,-21.116125709208013,245.0
55.39408257648216,-21.12611437826183,245.0
55.39785444081703,-21.135336479444206,245.0
55.402335947901406,-21.14426764521305,245.0
