longitude,latitude,A (mGal)
55.344585992659795,-21.261582407575904,250.0
55.34373658136188,-21.26211013899148,250.0
55.34280771706977,-21.262476030929033,250.0
55.341870702795035,-21.26282532199525,250.0
55.3409336885203,-21.263174613061473,250.0
55.33999667424556,-21.263523904127695,250.0
55.3390585682786,-21.263870171755315,250.0
55.338114553781075,-21.26420007572386,250.0
55.337170539283555,-21.2645299796924,250.0
55.23028582575882,-21.08476317703265,247.5
55.23128325997491,-21.08469158803509,247.5
55.232280694191004,-21.084619999037532,247.5
55.23327812840709,-21.08454841003997,247.5
55.23427556262318,-21.084476821042415,247.5
55.23527299683927,-21.084405232044855,247.5
55.23627043105537,-21.084333643047298,247.5
55.237267865271455,-21.084262054049738,247.5
55.23825828206991,-21.084272587905843,247.5
55.2392291099465,-21.08451236537358,247.5
55.240199937823085,-21.08475214284132,247.5
55.24117076569968,-21.08499192030906,247.5
55.24214159357627,-21.085231697776802,247.5
55.24311242145286,-21.085471475244542,247.5
55.24408324932945,-21.08571125271228,247.5
55.245054077206035,-21.08595103018002,247.5
55.24602490508263,-21.08619080764776,247.5
55.24699573295922,-21.0864305851155,247.5
55.247966560835806,-21.08667036258324,247.5
55.248901511779884,-21.087022207971668,247.5
55.249831095178884,-21.087390819832997,247.5
55.250760678577876,-21.087759431694327,247.5
55.251690261976876,-21.088128043555653,247.5
55.25261984537587,-21.088496655416982,247.5
55.25354942877487,-21.088865267278308,247.5
55.25447901217386,-21.089233879139638,247.5
55.25540859557286,-21.089602491000967,247.5
55.25633817897185,-21.089971102862293,247.5
55.257267762370844,-21.090339714723623,247.5
55.258197345769844,-21.09070832658495,247.5
55.259126929168836,-21.091076938446278,247.5
55.260051072400316,-21.09145705520394,247.5
55.26092582028599,-21.091941633511862,247.5
55.261800568171665,-21.092426211819784,247.5
55.26267531605733,-21.092910790127707,247.5
55.26355006394301,-21.09339536843563,247.5
55.26442481182868,-21.093879946743552,247.5
55.26529955971436,-21.094364525051475,247.5
55.26617430760003,-21.094849103359397,247.5
55.26704905548571,-21.09533368166732,247.5
55.26792380337138,-21.095818259975243,247.5
55.268798551257056,-21.096302838283165,247.5
55.26965305420428,-21.096818184220865,247.5
55.27044422902327,-21.09742977428437,247.5
55.27123540384227,-21.098041364347882,247.5
55.27202657866127,-21.098652954411392,247.5
55.27281775348027,-21.099264544474902,247.5
55.27360892829927,-21.09987613453841,247.5
55.27440010311826,-21.10048772460192,247.5
55.27519127793726,-21.10109931466543,247.5
55.27598245275626,-21.101710904728936,247.5
55.27677362757526,-21.102322494792446,247.5
55.27756480239425,-21.102934084855956,247.5
55.27835597721325,-21.103545674919467,247.5
55.27914715203225,-21.104157264982973,247.5
55.279895741194125,-21.104802600888434,247.5
55.28031031965512,-21.10571261445958,247.5
55.28072489811612,-21.10662262803073,247.5
55.28113947657712,-21.107532641601882,247.5
55.281554055038114,-21.108442655173032,247.5
55.281968633499105,-21.109352668744183,247.5
55.2823832119601,-21.110262682315334,247.5
55.2827977904211,-21.11117269588648,247.5
55.2832123688821,-21.11208270945763,247.5
55.283626947343095,-21.112992723028782,247.5
55.28404152580409,-21.113902736599933,247.5
55.28445610426509,-21.114812750171083,247.5
55.28487068272609,-21.11572276374223,247.5
55.285321283359806,-21.116615435547825,247.5
55.285774050200224,-21.11750706449992,247.5
55.28622681704064,-21.11839869345202,247.5
55.28667958388106,-21.11929032240412,247.5
55.28713235072148,-21.120181951356216,247.5
55.28758511756189,-21.121073580308313,247.5
55.28803788440231,-21.12196520926041,247.5
55.288490651242725,-21.12285683821251,247.5
55.28894341808314,-21.123748467164607,247.5
55.28939618492356,-21.124640096116703,247.5
55.28984895176398,-21.1255317250688,247.5
55.29027371504157,-21.12643408261825,247.5
55.29053259941406,-21.12739999093775,247.5
55.29079148378654,-21.12836589925725,247.5
55.291050368159034,-21.12933180757675,247.5
55.29130925253152,-21.130297715896255,247.5
55.291568136904004,-21.131263624215755,247.5
55.2918270212765,-21.132229532535256,247.5
55.29208590564898,-21.13319544085476,247.5
55.29234479002147,-21.13416134917426,247.5
